,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
524,Jerome Williams,1997,2001,5,275,5542,640,1244,0,6,464,716,725,1845,178,261,49,266,547,1744,.514,.000,.648,20.2,6.3,6.7,0.6,willije01
525,Micheal Williams,1989,1989,1,49,358,47,129,2,9,31,47,9,27,70,13,3,42,44,127,.364,.222,.660,7.3,2.6,0.6,1.4,willimi02
526,Shawne Williams,2015,2015,1,19,163,19,60,4,26,7,7,9,27,8,4,4,7,19,49,.317,.154,1.000,8.6,2.6,1.4,0.4,willish03
527,Ward Williams,1949,1949,1,53,,61,257,,,93,124,,,82,,,,158,215,.237,,.750,,4.1,,1.5,williwa01
528,Corliss Williamson,2001,2004,4,266,6136,1261,2556,3,16,688,902,405,1101,283,158,81,421,755,3213,.493,.188,.763,23.1,12.1,4.1,1.1,willico02
529,Isaiah Wilson,1972,1972,1,48,322,63,177,,,41,56,,47,41,,,,32,167,.356,,.732,6.7,3.5,1.0,0.9,wilsois01
530,Tony Windis,1960,1960,1,9,193,16,60,,,4,6,,47,32,,,,20,36,.267,,.667,21.4,4.0,5.2,3.6,windito01
531,James Wiseman,2023,2023,1,24,605,130,245,3,18,42,59,55,194,16,4,20,37,69,305,.531,.167,.712,25.2,12.7,8.1,0.7,wisemja01
532,Christian Wood,2020,2020,1,62,1325,288,508,54,140,180,242,104,390,60,34,54,84,98,810,.567,.386,.744,21.4,13.1,6.3,1.0,woodch01
533,David Wood,1994,1994,1,78,1182,119,259,22,49,62,82,104,239,51,39,19,35,201,322,.459,.449,.756,15.2,4.1,3.1,0.7,woodda01
534,Orlando Woolridge,1992,1993,2,132,3590,723,1473,1,18,354,521,193,436,200,67,58,206,268,1801,.491,.056,.679,27.2,13.6,3.3,1.5,woolror01
535,Tom Workman,1970,1970,1,2,6,0,1,,,0,0,,0,0,,,,1,0,.000,,,3.0,0.0,0.0,0.0,workmto01
536,Delon Wright,2021,2021,1,36,1052,136,293,31,89,71,90,37,164,181,58,19,48,45,374,.464,.348,.789,29.2,10.4,4.6,5.0,wrighde01
537,Larry Wright,1981,1982,2,46,1003,140,304,2,7,53,66,26,88,153,42,7,75,116,335,.461,.286,.803,21.8,7.3,1.9,3.3,wrighla01
538,George Yardley,1954,1959,6,384,12945,2551,6168,,,2237,2876,,3537,668,,,,1162,7339,.414,,.778,33.7,19.1,9.2,1.7,yardlge01
539,Danny Young,1993,1993,1,65,836,69,167,22,68,28,32,13,47,119,31,5,30,36,188,.413,.324,.875,12.9,2.9,0.7,1.8,youngda01
540,Korleone Young,1999,1999,1,3,15,5,10,1,4,2,2,2,4,1,0,0,1,3,13,.500,.250,1.000,5.0,4.3,1.3,0.3,youngko01
541,Max Zaslofsky,1954,1956,3,124,3208,472,1358,,,424,599,,296,317,,,,249,1368,.348,,.708,25.9,11.0,2.4,2.6,zasloma01
542,Jim Zoet,1983,1983,1,7,30,1,5,0,0,0,0,3,8,1,1,3,4,9,2,.200,,,4.3,0.3,1.1,0.1,zoetji01
